id,ltable_ID,rtable_ID,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
11643,b292371,a27309,My Machine,Princess Superstar,2005,My Machine,Princess Superstar,2005
11644,b343368,a27312,End Credits,Chase & Status,2009,End Credits,Chase & Status-Plan B,2009
11647,b824087,a27313,Stay Too Long,Plan B,0,Stay Too Long,Plan B,2010
11648,b359446,a27314,She Said,Plan B,0,She Said,Plan B,2010
11656,b720142,a27359,Agent Orange,Pharoahe Monch,2003,Agent Orange,Pharoahe Monch,2003
11657,b291433,a27360,Body Baby,Pharoahe Monch,2007,Body Baby,Pharoahe Monch,2007
11666,b617735,a27393,Fire,Aceyalone,2006,Fire,Aceyalone-RJD2,2005
11686,b617949,a27420,In Good Hands,Outlandish,2005,In Good Hand,Outlandish,2006
11687,b445957,a27421,Look Into My Eyes,Outlandish,2005,Look Into My Eyes,Outlandish,2007
11689,b27930,a27428,Drama Setter,Tony Yayo / Eminem / Obie Trice,2005,Drama Setter,Tony Yayo-Obie Trice,2005
11690,b230649,a27429,Snitch,Obie Trice / Akon,2006,Snitch,Obie Trice-Akon,2006
11691,b20299,a27449,You Better Not Waste My Time,N-Dubz,2007,You Better Not Waste My Time,N-Dubz,2007
11693,b66791,a27450,I Swear,N-Dubz,2007,I Swear,N-Dubz,2008
11695,b459046,a27451,Strong Again,N-Dubz,2008,Strong Again,N-Dubz,2009
11700,b657462,a27452,Number 1,Tinchy Stryder / N-Dubz,2009,Number 1,Tinchy Stryder-N-Dubz,2009
11705,b132893,a27453,Playing With Fire,N-Dubz / Mr Hudson,0,Playing With Fire,N-Dubz-Mr Hudson,2010
11711,b37693,a27459,If I Could Turn Back The Hands Of Time,R. Kelly,1998,If I Could Turn Back the Hands of Time,R. Kelly,1999
11712,b86888,a27461,Perfect (Exceeder),Mason Vs Princess Superstar,0,Perfect (Exceeder),Mason-Princess Superstar,2006
11713,b706765,a27474,I Can Transform Ya,Chris Brown featuring Lil Wayne & Swizz Beatz,0,I Can Transform Ya,Chris Brown-Lil Wayne-Swizz Beatz,2009
11714,b278742,a27483,Rapper's Delight,The Sugarhill Gang,1979,Rapper's Delight,The Sugarhill Gang,1979
11721,b295203,a27491,Area Codes,Ludacris / Nate Dogg,2001,Area Codes,Ludacris,2001
11722,b305566,a27498,Vocab,Fugees,1994,Vocab,Fugees,1994
11724,b441829,a27499,Fu-Gee-La,Fugees,1996,Fu-Gee-La,Fugees,1995
11725,b799359,a27504,Never Leave Me Alone,Nate Dogg,0,Never Leave Me Alone,Nate Dogg,1996
11727,b261212,a27507,Duppy,Skepta & MC Creed,2006,Duppy,Skepta,2006
11728,b410059,a27508,Bad Boy,Skepta,2010,Bad Boy,Skepta,2010
11738,b664291,a27550,The World's Greatest,R. Kelly,2001,The World's Greatest,R. Kelly,2001
11739,b103074,a27551,Ignition,R. Kelly,2003,Ignition,R. Kelly,2003
11740,b723613,a27553,Run It!,Chris Brown,0,Run It!,Chris Brown-Juelz Santana,2005
11742,b270873,a27556,Respiration,Black Star / Common,1998,Respiration,Black Star,1999
11751,b516798,a27586,Guantanamera,Wyclef Jean,1997,Guantanamera,Wyclef Jean,1997
11753,b366844,a27591,The Worst,Onyx,1998,The Worst,Onyx,1997
11755,b140869,a27593,Gettin' Jiggy Wit It,Will Smith,1997,Gettin’ Jiggy Wit It,Will Smith,1998
11760,b64815,a27599,Showdown,The Furious Five Meets The Sugarhill Gang,1981,Showdown,The Furious Five-The Sugarhill Gang,1981
11762,b809347,a27600,The Lover in You,The Sugarhill Gang,1982,The Lover in You,The Sugarhill Gang,1982
11763,b628202,a27601,The Word Is Out,The Sugarhill Gang,1995,The Word Is Out,The Sugarhill Gang,1983
11768,b631661,a27608,Fight The Power,Public Enemy,1988,Fight the Power,Public Enemy,1989
11769,b163517,a27609,Southernplayalisticadillacmuzik,OutKast,1994,Southernplayalisticadillacmuzik,OutKast,1994
11770,b589931,a27610,Elevators (Me & You),OutKast,1996,Elevators (Me & You),OutKast,1996
11772,b322932,a27611,Jazzy Belle,OutKast,1996,Jazzy Belle,OutKast,1997
11774,b653510,a27614,Got Your Money,Ol' Dirty Bastard,2000,Got Your Money,Ol’ Dirty Bastard,2000
11775,b32479,a27615,E.I.,Nelly,2000,E.I.,Nelly,2001
11780,b486595,a27617,#1,Nelly,2001,#1,Nelly,2001
11784,b418724,a27619,Hot in Herre,Nelly,2002,Hot in Herre,Nelly,2002
11791,b350165,a27626,Just,Mark Ronson feat. Phantom Planet,2007,Just,Mark Ronson-Phantom Planet,2006
11798,b570776,a27628,Stop Me,Mark Ronson featuring Daniel Merriweather,2007,Stop Me,Mark Ronson-Daniel Merriweather,2007
11802,b785692,a27630,Rollout (My Business),Ludacris,2002,Rollout (My Business),Ludacris,2002
11806,b555253,a27636,Sunshine,Babyface,1989,Sunshine,Babyface-Foxy Brown,1997
11817,b564511,a27645,Dirty Harry,Gorillaz,2005,Dirty Harry,Gorillaz,2005
11818,b84004,a27665,Thoia Thoing,R. Kelly,2003,Thoia Thoing,R. Kelly,2003
11824,b669074,a27670,Latin Lingo,Cypress Hill,1991,Latin Lingo,Cypress Hill,1992
11827,b124155,a27674,Shortie Like Mine,Bow Wow feat. Chris Brown and Johnt\xc3\xa1 Austin,0,Shortie Like Mine,Bow Wow-Chris Brown-Johntá Austin,2006
11828,b295629,a27675,Wall to Wall,Chris Brown,0,Wall to Wall,Chris Brown,2007
11830,b426876,a27676,Kiss Kiss,Chris Brown featuring T-Pain,0,Kiss Kiss,Chris Brown,2007
11841,b453237,a27728,Switch,Will Smith / Robin Thicke,2005,Switch,Will Smith,2005
11845,b318808,a27736,Brothers Gonna Work It Out (live),Public Enemy,2006,Brothers Gonna Work It Out,Public Enemy,1990
11846,b553293,a27738,Shut Em Down,Public Enemy,1991,Shut Em Down,Public Enemy,1991
11849,b84064,a27744,Work It,Nelly / Justin Timberlake,0,Work It,Nelly-Justin Timberlake,2003
11852,b620510,a27745,Iz U,Nelly,2003,Iz U,Nelly,2003
11853,b767421,a27746,My Place,Nelly / Jaheim,2004,My Place,Nelly-Jaheim,2004
11857,b426837,a27752,Oh My God,Mark Ronson featuring Lily Allen,0,Oh My God,Mark Ronson-Lily Allen,2007
11858,b437313,a27753,Valerie,Mark Ronson featuring Amy Winehouse,2008,Valerie,Mark Ronson-Amy Winehouse,2007
11867,b654584,a27757,Yeah!,Usher Featuring Lil' Jon & Ludacris,2007,Yeah!,Usher-Lil Jon-Ludacris,2004
11868,b705996,a27789,No Air,Jordin Sparks & Chris Brown,2009,No Air,Jordin Sparks-Chris Brown,2008
11869,b602816,a27790,With You,Chris Brown,0,With You,Chris Brown,2008
11877,b470946,a27792,Forever,Chris Brown,0,Forever,Chris Brown,2008
11896,b604567,a27813,911,Wyclef Jean / Mary J. Blige,2000,911,Wyclef Jean-Mary J. Blige,2000
11898,b112129,a27815,Wish You Were Here,Wyclef Jean,2000,Wish You Were Here,Wyclef Jean,2001
11899,b540730,a27816,Two Wrongs,Wyclef Jean,2002,Two Wrongs,Wyclef Jean,2002
11902,b277247,a27821,Give It Up,Public Enemy,1994,Give It Up,Public Enemy,1994
11904,b317358,a27824,Ms. Jackson,OutKast,2000,Ms. Jackson,OutKast,2001
11908,b331451,a27829,Wadsyaname,Nelly,2007,Wadsyaname,Nelly,2007
11910,b362258,a27831,Body On Me,Nelly / Ashanti / Akon,0,Body On Me,Nelly-Akon-Ashanti,2008
11911,b137947,a27833,Party People,Nelly / Fergie,2008,Party People,Nelly-Fergie,2008
11913,b328862,a27834,Glamorous,Fergie / Ludacris,0,Glamorous,Fergie-Ludacris,2007
11914,b145531,a27836,"How We Do It ""Around My Way",Lloyd / Ludacris,0,"How We Do It ""Around My Way""",Lloyd-Ludacris,2008
11915,b719483,a27838,Bulletproof,Raheem DeVaughn Featuring Ludacris,0,Bulletproof,Raheem DeVaughn-Ludacris,2009
11916,b548381,a27844,Rhinestone Eyes,Gorillaz,2010,Rhinestone Eyes,Gorillaz,2011
11927,b706765,a27863,I Can Transform Ya,Chris Brown featuring Lil Wayne & Swizz Beatz,0,I Can Transform Ya,Chris Brown-Lil Wayne-Swizz Beatz,2009
11931,b574480,a27865,Crawl,Chris Brown,0,Crawl,Chris Brown,2010
11932,b558856,a27895,He Got Game,Public Enemy / Stephen Stills,1998,He Got Game,Public Enemy,1998
11933,b357247,a27899,GhettoMusick,OutKast,2003,Ghetto Musick,OutKast,2003
11935,b571852,a27900,Hey Ya!,OutKast,2003,Hey Ya!,OutKast,2003
11937,b395873,a27902,The Way You Move,OutKast Featuring Sleepy Brown,2004,The Way You Move,OutKast-Sleepy Brown,2004
11939,b616331,a27904,Morris Brown,Outkast Featuring Scar & Sleepy Brown.,2006,Morris Brown,OutKast-Scar-Sleepy Brown,2006
11942,b325321,a27919,Let's Get Blown,Snoop Dogg,2004,Let's Get Blown,Snoop Dogg,2005
11948,b606621,a27952,The Sound Of Silence,Simon & Garfunkel,1964,The Sound of Silence,Simon & Garfunkel,1965
11952,b487008,a27955,All I Wanna Do,Sheryl Crow,1993,All I Wanna Do,Sheryl Crow,1994
11956,b727106,a27983,Umbrella,Rihanna Feat. Jay-Z,2007,Umbrella,Rihanna,2007
11966,b420898,a27988,I Wanna Love You,Akon / Snoop Dogg,2006,I Wanna Love You,Akon-Snoop Dogg,2007
11967,b602746,a27989,Sensual Seduction,Snoop Dogg,2008,Sensual Seduction,Snoop Dogg,2007
11969,b695378,a28000,Lullaby,Shawn Mullins,1998,Lullaby,Shawn Mullins,1999
11981,b288550,a28024,Wings,The Albion Band,1998,Wings,The Albion Band,1998
11982,b788122,a28029,Fakin' It,Simon & Garfunkel,1968,Fakin' It,Simon & Garfunkel,1967
11984,b641448,a28030,Mrs. Robinson,Simon & Garfunkel,1968,Mrs. Robinson,Simon & Garfunkel,1968
11987,b249578,a28031,The Boxer,Simon & Garfunkel,1969,The Boxer,Simon & Garfunkel,1969
11989,b520623,a28032,Bridge Over Troubled Water,Simon & Garfunkel,1970,Bridge Over Troubled Water,Simon & Garfunkel,1970
11994,b542629,a28034,Leaving Las Vegas,Sheryl Crow,1993,Leaving Las Vegas,Sheryl Crow,1994
11999,b716660,a28036,Strong Enough,Sheryl Crow / Dixie Chicks,1993,Strong Enough,Sheryl Crow,1994
12000,b90496,a28037,Can't Cry Anymore,Sheryl Crow,1993,Can't Cry Anymore,Sheryl Crow,1995
12001,b579835,a28038,A Change Would Do You Good,Sheryl Crow,1996,A Change Would Do You Good,Sheryl Crow,1996
12019,b140075,a28067,Shimmer,Shawn Mullins,1998,Shimmer,Shawn Mullins,1999
12020,b631684,a28077,Drive South,Suzy Bogguss,1992,Drive South,Suzy Bogguss,1993
12021,b181226,a28080,Part Of The Union,Strawbs,1973,Part of The Union,Strawbs,1973
12026,b249578,a28093,The Boxer,Simon & Garfunkel,1969,The Boxer,Simon & Garfunkel,1992
12028,b688333,a28094,Everyday Is A Winding Road,Sheryl Crow,1996,Everyday Is a Winding Road,Sheryl Crow,1996
12033,b688333,a28095,Everyday Is A Winding Road,Sheryl Crow,1996,Everyday Is A Winding Road,Sheryl Crow,1996
12038,b648574,a28096,If It Makes You Happy,Sheryl Crow,1996,If It Makes You Happy,Sheryl Crow,1996
12054,b607742,a28134,Hey Cinderella,Suzy Bogguss,1993,Hey Cinderella,Suzy Bogguss,1993
12058,b71657,a28135,Letting Go,Suzy Bogguss,1991,Letting Go,Suzy Bogguss,1993
12059,b573530,a28152,My Favorite Mistake,Sheryl Crow,1998,My Favorite Mistake,Sheryl Crow,1998
12061,b536239,a28155,Soak Up The Sun,Sheryl Crow,2002,Soak Up the Sun,Sheryl Crow,2002
12067,b25392,a28200,Steve McQueen,Sheryl Crow,2002,Steve McQueen,Sheryl Crow,2002
12068,b576136,a28202,The First Cut Is The Deepest,Sheryl Crow,2003,The First Cut Is the Deepest,Sheryl Crow,2003
12069,b40376,a28203,Good Is Good,Sheryl Crow,2005,Good Is Good,Sheryl Crow,2005
12127,b325522,a28329,Cheap Tricks,Thea Gilmore,2006,Cheap Tricks,Thea Gilmore,2006
12130,b37391,a28349,The Marvelous Toy,Tom Paxton,1997,The Marvelous Toy,Tom Paxton,—
12131,b800217,a28356,It's Gonna Rain,Violent Femmes,1984,It’s Gonna Rain,Violent Femmes,1984
12132,b471841,a28359,American Music,Violent Femmes,1991,American Music,Violent Femmes,1991
12144,b144953,a28387,The Irish Rover,The Pogues Featuring The Dubliners,1991,The Irish Rover,The Pogues-The Dubliners,1987
12173,b810147,a28418,I Held Her In My Arms,Violent Femmes,1986,I Held Her in My Arms,Violent Femmes,1993
12177,b288874,a28431,All I Really  Want To Do,The Byrds,0,All I Really Want to Do,The Byrds,1965
12179,b74202,a28432,Mr. Tambourine Man,The Barbarians,0,Mr. Tambourine Man,The Byrds,1965
12182,b591184,a28438,Fiesta,The Pogues,1988,Fiesta,The Pogues,1988
12184,b613407,a28441,White City,The Pogues,1989,White City,The Pogues,1989
12185,b342725,a28461,This World As We Know It,Xavier Rudd,2008,This World as We Know It,Xavier Rudd,2008
12186,b722711,a28469,The Man With The Child In His Eyes,Kate Bush,1978,The Man With the Child in His Eyes,Kate Bush,1978
12188,b331020,a28470,Hammer Horror,Kate Bush,1978,Hammer Horror,Kate Bush,1978
12189,b492089,a28471,Wow,Kate Bush,1978,Wow,Kate Bush,1979
12194,b343910,a28474,Mother,John Wolfington,0,Mother,John Lennon,1970
12200,b788210,a28493,When You Say Nothing At All,Alison Krauss / Union Station,1994,When You Say Nothing at All,Alison Krauss,1995
12203,b96109,a28494,Forget About It,Alison Krauss,1999,Forget About It,Alison Krauss,1999
12205,b390794,a28495,Maybe,Alison Krauss / Union Station,1999,Maybe,Alison Krauss,2000
12208,b418747,a28498,Rough God Goes Riding,Van Morrison,1997,Rough God Goes Riding,Van Morrison,1997
12209,b424958,a28499,The Healing Game,Van Morrison,1997,The Healing Game,Van Morrison,1997
12218,b62846,a28539,Sweet Dreams,Yes,1970,Sweet Dreams,Yes,1970
12221,b826606,a28550,Imagine,John Lennon,1971,Imagine,John Lennon,1971
12229,b359590,a28559,Six O'Clock,The Lovin' Spoonful,1967,Six O'Clock,The Lovin’ Spoonful,1967
12236,b197238,a28586,Shot in the Arm,Wilco,2005,A Shot in the Arm,Wilco,1999
12249,b333189,a28652,The Thanks I Get,Wilco,2007,The Thanks I Get,Wilco,2007
12250,b354304,a28653,What Light,Wilco,2007,What Light,Wilco,2007
12251,b299026,a28654,You Never Know,Wilco,2009,You Never Know,Wilco,2009
12269,b352486,a28673,Borrowed Time,John Lennon,1984,Borrowed Time,John Lennon,1984
12273,b752986,a28688,Listen,Holly Golightly,1995,Listen,Holly Golightly,1999
12276,b826606,a28717,Imagine,John Lennon,1971,Imagine,John Lennon,—
12282,b713295,a28773,All Around,Bebel Gilberto,2004,All Around,Bebel Gilberto,2004
12283,b733323,a28788,Poor Boy Blues,Chet Atkins;Mark Knopfler,1990,Poor Boy Blues,Chet Atkins-Mark Knopfler,1990
12285,b676742,a28789,Going Home: Theme Of The Local Hero,Mark Knopfler,1983,Going Home: Theme from Local Hero,Mark Knopfler,1993
12286,b210845,a28790,Darling Pretty,Mark Knopfler,1996,Darling Pretty,Mark Knopfler,1996
12287,b588643,a28791,Cannibals,Mark Knopfler,1996,Cannibals,Mark Knopfler,1996
12289,b634580,a28792,What It Is,Mark Knopfler,2000,What It Is,Mark Knopfler,2000
12290,b774779,a28799,Science Fiction,Carl Craig,0,Science Fiction,Carl Craig,1995
12293,b440014,a28808,Beginnings,Chicago,1969,Beginnings,Chicago,1969
12294,b342731,a28819,Silvertown Blues,Mark Knopfler,2000,Silvertown Blues,Mark Knopfler,2000
12295,b388122,a28820,Why Aye Man,Mark Knopfler,2002,Why Aye Man,Mark Knopfler,2002
12298,b709123,a28822,Punish The Monkey,Mark Knopfler,2007,Punish the Monkey,Mark Knopfler,2007
12299,b210845,a28823,Darling Pretty,Mark Knopfler,1996,Darling Pretty,Mark Knopfler,—
12301,b62585,a28877,Christmas Time Is Here,George Winston,1996,Christmas Time Is Here,George Winston,2009
12303,b300403,a28878,Cars,Gary Numan,1979,Cars,Gary Numan,1979
12306,b446290,a28892,My Secret Place,Joni Mitchell,1988,My Secret Place,Joni Mitchell,1988
12307,b136920,a28901,We Are Glass,Gary Numan,1980,We Are Glass,Gary Numan,1980
12308,b190244,a28907,Your Body Is a Wonderland,John Mayer Tribute,0,Your Body is a Wonderland,John Mayer,2001
12309,b413478,a28908,Free Love,Juliet Roberts,1993,Free Love,Juliet Roberts,1993
12314,b691548,a28919,Grandpa's Spells,Jelly Roll Morton,1991,Grandpa’s Spells,Jelly Roll Morton,1924
12315,b599922,a28920,When You Gonna Learn?,Jamiroquai,2002,When You Gonna Learn?,Jamiroquai,1992
12317,b151601,a28921,Everywhere I Go,Oysterband,1995,Everywhere I Go,Oysterband,1996
12319,b618719,a28924,Street of dreams,Oysterband,1999,Street of Dreams,Oysterband,1999
12320,b749806,a28936,No Such Thing,John Mayer,0,No Such Thing,John Mayer,2002
12324,b20265,a28937,Your Body Is A Wonderland,John Mayer,0,Your Body Is a Wonderland,John Mayer,2002
12326,b123271,a28938,Why Georgia,John Mayer,0,Why Georgia,John Mayer,2003
12332,b339205,a28939,Bigger Than My Body,John Mayer,0,Bigger Than My Body,John Mayer,2003
12333,b733955,a28940,Daughters,John Mayer,0,Daughters,John Mayer,2004
12337,b217269,a28952,London Blues,Jelly Roll Morton,1991,London Blues,Jelly Roll Morton,1924
12338,b64953,a28953,Mr Jelly Lord,Jelly Roll Morton's Incomparables,0,Mr. Jelly Lord,Jelly Roll Morton,1924
12340,b277889,a28954,Shreveport Stomp,Jelly Roll Morton,1987,Shreveport Stomp,Jelly Roll Morton,1924
12341,b634712,a28956,Too Young To Die,Jamiroquai,1993,Too Young to Die,Jamiroquai,1993
12343,b804577,a28957,Blow Your Mind,Jamiroquai,1993,Blow Your Mind,Jamiroquai,1993
12344,b536710,a28961,Here Comes The Flood,Oysterband,2007,Here Comes The Flood,Oysterband,2007
12348,b243099,a28967,Beat It,Fall Out Boy,2008,Beat It,Fall Out Boy-John Mayer,2008
12354,b1152,a28987,The Pearls,Jelly Roll Morton,1983,The Pearls,Jelly Roll Morton,1924
12358,b468938,a28988,Tom Cat Blues,Jelly Roll Morton,1987,Tom Cat Blues,Jelly Roll Morton,1924
12360,b119744,a28990,Space Cowboy,Jamiroquai,1994,Space Cowboy,Jamiroquai,1994
12365,b674101,a28996,2 Sides,Killer Mike feat. Shawty Lo,2008,2 Sides,Killer Mike,2008
12366,b412034,a29000,Stool Pigeon,Kid Creole And The Coconuts,0,Stool Pigeon,Kid Creole and the Coconuts,1982
12371,b6214,a29002,Caroline Was A Drop-Out,Kid Creole And The Coconuts,0,Caroline Was a Drop-Out,Kid Creole and the Coconuts,1985
12373,b706037,a29027,Virtual Insanity,Jamiroquai,1996,Virtual Insanity,Jamiroquai,1996
12374,b478338,a29028,Cosmic Girl,Jamiroquai,1996,Cosmic Girl,Jamiroquai,1996
12378,b622190,a29029,Alright,Jamiroquai,1996,Alright,Jamiroquai,1997
12385,b240653,a29030,High Times,Jamiroquai,1996,High Times,Jamiroquai,1997
12386,b706250,a29047,"My Heart Will Go On (Love Theme From ""Titanic"")",Kenny G,0,My Heart Will Go On (Love Theme From Titanic),Kenny G,—
12387,b659060,a29051,Dead Man Blues,Jelly Roll Morton and His Red Hot Peppers,0,Dead Man Blues,Jelly Roll Morton,1926
12388,b123223,a29053,Deeper Underground,Jamiroquai,1998,Deeper Underground,Jamiroquai,1998
12389,b726116,a29054,Canned Heat,Jamiroquai,1999,Canned Heat,Jamiroquai,1999
12392,b770756,a29055,Supersonic,Jamiroquai,1999,Supersonic,Jamiroquai,1999
12393,b135948,a29073,Soul Makossa,Manu Dibango,1972,Soul Makossa,Manu Dibango,—
12394,b276845,a29080,Black Capricorn Day,Jamiroquai,1999,Black Capricorn Day,Jamiroquai,2000
12397,b604111,a29093,Ai No Corrida,Quincy Jones / Dune / Charles Hugh May,1981,Ai No Corrida,Quincy Jones,1981
12398,b822530,a29105,Little L,Jamiroquai,2001,Little L,Jamiroquai,2001
12403,b710339,a29106,You Give Me Something,Jamiroquai,2001,You Give Me Something,Jamiroquai,2001
12404,b590351,a29108,Love Foolosophy,Jamiroquai,2001,Love Foolosophy,Jamiroquai,2001
12409,b595943,a29116,Danger (Been So Long),Mystikal featuring Nivea,2001,Danger (Been So Long),Mystikal-Nivea,2000
12412,b546198,a29128,If Leaving Me Is Easy,Phil Collins,1981,If Leaving Me Is Easy,Phil Collins,1981
12413,b187713,a29136,Don't Waste My Time,Paul Hardcastle,1985,Don't Waste My Time,Paul Hardcastle,1985
12415,b527460,a29139,Papa's Got A Brand New Pigbag,Pigbag,1981,Papa's Got A Brand New Pigbag,Pigbag,1985
12416,b595674,a29143,Feels Just Like It Should,Jamiroquai,2005,Feels Just Like It Should,Jamiroquai,2005
12418,b286941,a29144,Seven Days In Sunny June,Jamiroquai,2005,Seven Days in Sunny June,Jamiroquai,2005
12420,b350772,a29145,(Don't) Give Hate A Chance,Jamiroquai,2005,(Don't) Give Hate a Chance,Jamiroquai,2005
12423,b776921,a29146,Runaway,Jamiroquai,2006,Runaway,Jamiroquai,2006
12434,b620157,a29178,You Can't Hurry Love,Phil Collins,1982,You Can't Hurry Love,Phil Collins,1982
12436,b517675,a29182,One More Night,Phil Collins,1985,One More Night,Phil Collins,1985
12439,b69173,a29186,Walk Right Back,Perry Como,1973,Walk Right Back,Perry Como,1973
12440,b643154,a29187,Rain Forest,Paul Hardcastle,1985,Rain Forest,Paul Hardcastle,1985
12453,b268556,a29194,Free,Train,1996,Free,Train,1998
12454,b316622,a29196,Signals Over The Air,Thursday,2003,Signals Over the Air,Thursday,2003
12467,b644252,a29212,This Feeling,Sam Brown,0,This Feeling,Sam Brown,1988
12468,b154185,a29213,Walking Back To Me,Sam Brown,0,Walking Back to Me,Sam Brown,1988
12469,b154185,a29214,Walking Back To Me,Sam Brown,0,Walking Back to Me,Sam Brown,1988
12470,b681026,a29215,Kissing Gate,Sam Brown,0,Kissing Gate,Sam Brown,1990
12472,b415656,a29220,Sussudio,Phil Collins,1985,Sussudio,Phil Collins,1985
12473,b665042,a29221,Another Day In Paradise,Phil Collins,1989,Another Day in Paradise,Phil Collins,1989
12478,b807157,a29232,Meet Virginia,Train,1996,Meet Virginia,Train,1999
12481,b765166,a29233,Ramble On,Train,2001,Ramble On,Train,2001
12484,b559270,a29250,I Wish It Would Rain Down,Phil Collins,1989,I Wish It Would Rain Down,Phil Collins,1990
12486,b106189,a29251,Do You Remember?,Phil Collins,1989,Do You Remember?,Phil Collins,1990
